Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Winner,year,month,day
11,126,214,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,6,13,1.0,75,299,125,2023,12,2
11,675,234,1.0,0.0,33.0,15.0,0.0,0.0,0.0,0.0,6,14,1.0,180,299,674,2023,12,2
11,408,1837,0.0,0.0,45.0,46.0,4.0,0.0,0.0,0.0,0,69,3.0,311,299,407,2023,12,2
11,1451,1267,0.0,0.0,14.0,18.0,5.0,0.0,3.0,0.0,10,48,3.0,114,299,1446,2023,12,2
11,760,429,0.0,0.0,46.0,43.0,2.0,2.0,2.0,0.0,6,69,3.0,311,299,759,2023,12,2
11,460,1759,1.0,0.0,64.0,31.0,4.0,0.0,1.0,0.0,7,58,2.0,261,299,459,2023,12,2
11,1140,1192,0.0,0.0,32.0,3.0,4.0,0.0,1.0,0.0,11,58,3.0,86,299,1138,2023,12,2
11,309,2288,0.0,0.0,9.0,4.0,1.0,0.0,0.0,1.0,7,15,1.0,120,299,308,2023,12,2
11,447,1075,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6,15,1.0,112,299,446,2023,12,2
11,1379,878,0.0,1.0,80.0,73.0,1.0,0.0,0.0,0.0,5,14,2.0,268,299,1375,2023,12,2
11,695,2233,0.0,0.0,53.0,37.0,1.0,1.0,1.0,0.0,10,58,2.0,82,299,694,2023,12,2
11,1628,947,0.0,0.0,43.0,43.0,1.0,1.0,0.0,0.0,13,32,3.0,311,299,1623,2023,12,2
79,191,1714,0.0,0.0,32.0,6.0,2.0,0.0,2.0,1.0,7,58,3.0,33,299,190,2023,11,18
79,1129,923,0.0,0.0,84.0,57.0,0.0,0.0,0.0,0.0,10,69,3.0,311,299,1127,2023,11,18
79,259,1138,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,6,58,1.0,189,299,258,2023,11,18
79,1282,1648,0.0,0.0,28.0,5.0,0.0,2.0,1.0,0.0,0,58,3.0,53,299,1278,2023,11,18
79,77,1376,1.0,0.0,87.0,55.0,0.0,1.0,0.0,0.0,14,14,3.0,244,299,77,2023,11,18
79,1192,2183,0.0,0.0,8.0,14.0,7.0,0.0,1.0,0.0,10,50,2.0,263,299,1190,2023,11,18
79,757,1133,0.0,0.0,8.0,14.0,1.0,1.0,1.0,0.0,2,43,2.0,245,299,756,2023,11,18
79,826,349,0.0,0.0,63.0,26.0,1.0,4.0,1.0,0.0,0,58,3.0,300,299,825,2023,11,18
79,291,585,1.0,0.0,65.0,30.0,0.0,0.0,0.0,0.0,7,14,2.0,275,299,290,2023,11,18
79,1137,312,0.0,0.0,39.0,76.0,3.0,0.0,0.0,0.0,4,69,3.0,311,299,1135,2023,11,18
79,721,1377,1.0,0.0,4.0,11.0,1.0,0.0,0.0,0.0,2,13,1.0,102,299,720,2023,11,18
79,18,1380,0.0,0.0,42.0,20.0,2.0,0.0,0.0,1.0,11,69,3.0,311,299,18,2023,11,18
79,1604,1670,0.0,0.0,58.0,14.0,3.0,0.0,1.0,0.0,6,21,3.0,202,299,1599,2023,11,18
79,1316,359,0.0,0.0,18.0,72.0,3.0,0.0,1.0,0.0,3,69,3.0,311,299,1312,2023,11,18
104,51,1048,1.0,0.0,38.0,30.0,0.0,1.0,1.0,0.0,5,5,2.0,259,220,51,2023,11,11
104,1578,1981,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,4,13,1.0,80,220,1573,2023,11,11
104,739,1405,4.0,0.0,53.0,49.0,0.0,0.0,0.0,0.0,14,13,2.0,206,220,738,2023,11,11
104,161,1501,1.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0,6,9,1.0,102,220,160,2023,11,11
104,428,1705,1.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,2,14,1.0,101,220,427,2023,11,11
104,1511,52,0.0,0.0,74.0,54.0,1.0,1.0,1.0,0.0,3,69,3.0,311,220,1506,2023,11,11
104,982,2069,0.0,0.0,98.0,84.0,0.0,0.0,0.0,0.0,14,32,3.0,311,220,980,2023,11,11
104,1086,1890,0.0,0.0,10.0,2.0,2.0,0.0,1.0,0.0,6,36,1.0,199,220,1084,2023,11,11
104,1212,2196,1.0,0.0,91.0,143.0,4.0,0.0,0.0,0.0,6,19,3.0,311,220,1210,2023,11,11
104,696,1470,1.0,0.0,36.0,35.0,0.0,0.0,0.0,0.0,6,13,1.0,293,220,695,2023,11,11
104,779,1327,0.0,0.0,111.0,88.0,3.0,0.0,0.0,0.0,1,69,3.0,311,220,778,2023,11,11
104,847,1279,0.0,0.0,156.0,75.0,2.0,0.0,0.0,0.0,3,69,3.0,311,220,846,2023,11,11
104,678,588,1.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,2,13,1.0,44,220,677,2023,11,11
142,665,597,0.0,0.0,38.0,20.0,6.0,0.0,4.0,0.0,4,69,5.0,311,299,664,2023,11,4
142,1228,761,1.0,0.0,53.0,39.0,0.0,3.0,0.0,1.0,10,12,2.0,284,299,1225,2023,11,4
142,1382,625,0.0,0.0,70.0,79.0,0.0,0.0,0.0,0.0,4,69,3.0,311,299,1378,2023,11,4
142,220,14,1.0,0.0,51.0,38.0,0.0,0.0,0.0,0.0,7,69,3.0,311,299,219,2023,11,4
142,485,1253,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,1,13,1.0,252,299,484,2023,11,4
142,1364,682,1.0,0.0,87.0,75.0,1.0,0.0,0.0,1.0,10,19,3.0,311,299,1360,2023,11,4
142,1644,1606,1.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,5,13,2.0,74,299,1639,2023,11,4
142,100,586,0.0,0.0,76.0,62.0,5.0,1.0,0.0,0.0,14,69,3.0,311,299,100,2023,11,4
142,475,1611,0.0,0.0,57.0,5.0,3.0,0.0,0.0,0.0,14,14,2.0,145,299,474,2023,11,4
142,1033,1251,0.0,0.0,13.0,23.0,3.0,1.0,0.0,0.0,6,32,3.0,311,299,1031,2023,11,4
0,643,78,1.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,6,9,1.0,197,219,642,2023,10,21
0,932,1239,0.0,0.0,38.0,36.0,4.0,0.0,1.0,0.0,7,19,3.0,311,219,930,2023,10,21
0,1015,1120,0.0,0.0,13.0,14.0,1.0,0.0,0.0,0.0,5,0,1.0,204,219,1013,2023,10,21
0,631,2231,1.0,0.0,26.0,12.0,0.0,0.0,0.0,0.0,7,14,1.0,138,219,630,2023,10,21
0,1428,1616,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0,43,1.0,84,219,1424,2023,10,21
0,1188,2116,0.0,0.0,14.0,30.0,3.0,1.0,1.0,2.0,3,35,3.0,194,219,1186,2023,10,21
0,1601,1607,0.0,0.0,61.0,43.0,4.0,1.0,0.0,1.0,6,69,3.0,311,219,1596,2023,10,21
0,716,2199,0.0,0.0,30.0,25.0,1.0,0.0,0.0,0.0,0,0,2.0,10,219,715,2023,10,21
0,1460,12,0.0,0.0,34.0,41.0,1.0,2.0,0.0,0.0,7,69,3.0,311,219,1455,2023,10,21
0,1143,140,1.0,0.0,92.0,103.0,0.0,0.0,0.0,0.0,6,13,3.0,191,219,1141,2023,10,21
0,1189,1639,0.0,0.0,48.0,50.0,4.0,2.0,0.0,0.0,2,69,3.0,311,219,1187,2023,10,21
0,1636,1047,1.0,0.0,74.0,47.0,0.0,1.0,0.0,0.0,14,69,3.0,311,219,1631,2023,10,21
0,1483,296,0.0,0.0,113.0,65.0,0.0,3.0,0.0,0.0,7,69,3.0,311,219,1478,2023,10,21
79,474,2024,1.0,1.0,164.0,178.0,3.0,1.0,0.0,0.0,2,69,5.0,311,299,473,2023,10,14
79,1645,1002,0.0,0.0,24.0,41.0,2.0,2.0,1.0,0.0,13,69,3.0,311,299,1640,2023,10,14
79,808,21,2.0,0.0,36.0,20.0,0.0,0.0,0.0,0.0,0,10,2.0,157,299,807,2023,10,14
79,1132,118,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7,13,1.0,77,299,1130,2023,10,14
79,293,320,0.0,0.0,83.0,73.0,3.0,0.0,2.0,1.0,0,69,3.0,311,299,292,2023,10,14
79,383,2063,0.0,0.0,11.0,15.0,5.0,2.0,2.0,0.0,2,58,3.0,154,299,382,2023,10,14
79,1533,1791,0.0,0.0,18.0,15.0,3.0,2.0,0.0,0.0,11,69,3.0,311,299,1528,2023,10,14
79,1550,269,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,6,11,1.0,15,299,1545,2023,10,14
79,1116,886,0.0,1.0,52.0,48.0,0.0,1.0,0.0,0.0,11,69,3.0,311,299,1114,2023,10,14
79,280,36,0.0,0.0,110.0,38.0,0.0,2.0,0.0,0.0,0,69,3.0,311,299,279,2023,10,14
79,488,183,0.0,0.0,117.0,102.0,1.0,0.0,0.0,0.0,14,69,3.0,311,299,487,2023,10,14
79,173,812,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6,13,1.0,28,299,172,2023,10,7
79,769,9,0.0,0.0,26.0,11.0,3.0,0.0,2.0,1.0,7,35,2.0,136,299,768,2023,10,7
79,761,62,0.0,0.0,68.0,40.0,2.0,1.0,0.0,0.0,10,69,3.0,311,299,760,2023,10,7
79,448,1828,1.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,6,14,1.0,167,299,447,2023,10,7
79,166,76,1.0,0.0,110.0,75.0,1.0,0.0,0.0,0.0,2,69,3.0,311,299,165,2023,10,7
79,897,604,0.0,0.0,141.0,99.0,1.0,2.0,0.0,0.0,14,69,3.0,311,299,895,2023,10,7
79,1206,1492,0.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,3,14,1.0,291,299,1204,2023,10,7
79,1624,1241,0.0,0.0,31.0,34.0,0.0,5.0,0.0,0.0,14,69,3.0,311,299,1619,2023,10,7
79,122,1117,1.0,0.0,44.0,7.0,2.0,4.0,0.0,3.0,0,69,3.0,311,299,121,2023,10,7
79,652,1609,0.0,0.0,65.0,67.0,0.0,0.0,0.0,0.0,13,69,3.0,311,299,651,2023,10,7
79,1085,1767,0.0,0.0,16.0,18.0,1.0,0.0,0.0,0.0,6,3,2.0,134,299,1083,2023,9,23
79,214,501,0.0,0.0,23.0,18.0,5.0,0.0,1.0,0.0,2,69,3.0,311,299,213,2023,9,23
79,1054,1555,0.0,0.0,70.0,13.0,1.0,1.0,0.0,0.0,14,14,2.0,173,299,1052,2023,9,23
79,212,1,0.0,0.0,45.0,25.0,1.0,0.0,1.0,0.0,10,58,2.0,283,299,211,2023,9,23
79,251,1814,0.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,2,43,1.0,203,299,250,2023,9,23
79,1168,492,0.0,0.0,43.0,33.0,2.0,2.0,0.0,2.0,0,69,3.0,311,299,1166,2023,9,23
79,1571,113,2.0,0.0,104.0,51.0,0.0,1.0,0.0,0.0,10,14,3.0,86,299,1566,2023,9,23
79,309,913,0.0,0.0,2.0,28.0,1.0,1.0,0.0,0.0,7,1,1.0,266,299,308,2023,9,23
79,1179,918,0.0,0.0,85.0,87.0,1.0,0.0,0.0,2.0,4,69,3.0,311,299,1177,2023,9,23
79,1176,833,0.0,0.0,55.0,47.0,1.0,1.0,0.0,0.0,14,69,3.0,311,299,1174,2023,9,23
79,1184,2082,0.0,0.0,69.0,60.0,3.0,0.0,0.0,1.0,11,32,3.0,311,299,1182,2023,9,23
79,54,2186,1.0,0.0,84.0,80.0,1.0,4.0,1.0,1.0,13,32,5.0,311,299,54,2023,9,16
79,654,1284,0.0,0.0,105.0,127.0,0.0,0.0,0.0,0.0,10,32,3.0,311,299,653,2023,9,16
79,1336,2094,1.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0,14,1.0,49,299,1332,2023,9,16
79,372,418,0.0,0.0,36.0,38.0,0.0,0.0,1.0,0.0,6,33,2.0,217,299,371,2023,9,16
79,948,731,0.0,0.0,82.0,72.0,0.0,0.0,0.0,0.0,2,69,3.0,311,299,946,2023,9,16
79,982,680,1.0,0.0,21.0,3.0,5.0,0.0,6.0,0.0,14,58,2.0,229,299,980,2023,9,16
79,1392,1169,1.0,0.0,49.0,38.0,0.0,0.0,0.0,0.0,7,13,2.0,295,299,1388,2023,9,16
79,471,511,0.0,0.0,12.0,4.0,0.0,1.0,1.0,0.0,3,21,1.0,238,299,470,2023,9,16
79,1594,966,0.0,0.0,103.0,77.0,0.0,2.0,0.0,0.0,13,69,3.0,311,299,1589,2023,9,16
79,257,67,1.0,0.0,43.0,14.0,0.0,0.0,0.0,0.0,6,14,1.0,229,299,256,2023,9,16
79,829,1479,0.0,0.0,81.0,8.0,3.0,0.0,0.0,0.0,14,69,3.0,311,299,828,2023,9,16
153,1458,893,1.0,0.0,137.0,94.0,0.0,0.0,0.0,0.0,7,69,5.0,311,218,1453,2023,9,9
153,59,2074,1.0,0.0,93.0,28.0,0.0,0.0,1.0,0.0,4,40,2.0,288,218,59,2023,9,9
153,1027,728,1.0,0.0,112.0,99.0,1.0,0.0,0.0,0.0,3,69,3.0,311,218,1025,2023,9,9
153,878,191,1.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,4,13,1.0,93,218,876,2023,9,9
153,1615,156,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,5,13,1.0,143,218,1610,2023,9,9
153,235,477,1.0,0.0,81.0,58.0,1.0,1.0,1.0,0.0,5,58,3.0,300,218,234,2023,9,9
153,264,908,0.0,0.0,38.0,41.0,1.0,0.0,0.0,0.0,2,3,2.0,210,218,263,2023,9,9
153,689,1106,0.0,0.0,88.0,83.0,0.0,0.0,0.0,0.0,6,69,3.0,311,218,688,2023,9,9
153,1199,1331,0.0,0.0,171.0,148.0,0.0,0.0,0.0,0.0,6,69,3.0,311,218,1197,2023,9,9
153,254,232,0.0,0.0,35.0,44.0,1.0,0.0,0.0,0.0,10,69,3.0,311,218,253,2023,9,9
153,544,2002,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2,58,1.0,54,218,543,2023,9,9
153,924,1296,0.0,0.0,29.0,39.0,1.0,0.0,1.0,0.0,10,58,1.0,300,218,922,2023,9,9
115,297,1984,0.0,0.0,109.0,11.0,0.0,0.0,0.0,0.0,4,14,2.0,235,299,296,2023,9,2
115,1029,1895,0.0,0.0,58.0,60.0,0.0,0.0,0.0,0.0,13,69,3.0,311,299,1027,2023,9,2
115,161,2103,0.0,0.0,101.0,24.0,5.0,1.0,0.0,1.0,6,14,2.0,295,299,160,2023,9,2
115,1648,240,1.0,0.0,26.0,8.0,1.0,0.0,1.0,0.0,5,58,1.0,237,299,1643,2023,9,2
115,1660,2258,0.0,0.0,52.0,28.0,0.0,0.0,2.0,0.0,2,9,3.0,151,299,1655,2023,9,2
115,1185,1423,1.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,2,10,1.0,242,299,1183,2023,9,2
115,1545,323,0.0,0.0,84.0,48.0,0.0,2.0,0.0,0.0,0,69,3.0,311,299,1540,2023,9,2
115,99,1809,0.0,0.0,98.0,77.0,6.0,0.0,0.0,0.0,10,69,3.0,311,299,99,2023,9,2
115,1236,1156,0.0,0.0,40.0,18.0,0.0,5.0,0.0,1.0,11,69,3.0,311,299,1233,2023,9,2
115,513,1300,0.0,0.0,4.0,7.0,2.0,0.0,1.0,0.0,0,35,1.0,266,299,512,2023,9,2
115,662,2292,0.0,0.0,126.0,39.0,0.0,0.0,0.0,0.0,1,69,3.0,311,299,661,2023,9,2
74,1110,355,2.0,0.0,75.0,34.0,0.0,0.0,1.0,0.0,2,13,3.0,18,299,1108,2023,8,26
74,111,1923,0.0,0.0,91.0,59.0,1.0,0.0,0.0,0.0,5,32,3.0,311,299,110,2023,8,26
74,568,56,0.0,0.0,65.0,62.0,0.0,0.0,0.0,0.0,2,69,3.0,311,299,567,2023,8,26
74,1365,732,0.0,0.0,36.0,15.0,4.0,0.0,3.0,1.0,0,69,3.0,311,299,1361,2023,8,26
74,499,2075,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,13,69,3.0,311,299,498,2023,8,26
74,865,1699,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4,13,1.0,95,299,864,2023,8,26
74,1649,1391,1.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,4,14,1.0,192,299,1644,2023,8,26
74,549,2156,1.0,0.0,45.0,15.0,0.0,0.0,0.0,0.0,0,14,1.0,267,299,548,2023,8,26
74,1131,377,0.0,0.0,44.0,29.0,1.0,0.0,0.0,0.0,7,14,1.0,267,299,1129,2023,8,26
74,1499,1868,1.0,0.0,75.0,112.0,0.0,0.0,0.0,0.0,10,69,3.0,311,299,1494,2023,8,26
74,167,2279,1.0,0.0,40.0,17.0,0.0,0.0,0.0,0.0,10,13,1.0,240,299,166,2023,8,26
74,652,1357,0.0,0.0,47.0,11.0,0.0,3.0,0.0,0.0,13,5,2.0,300,299,651,2023,8,26
74,1470,964,1.0,1.0,56.0,30.0,1.0,0.0,0.0,0.0,2,69,3.0,311,299,1465,2023,8,26
26,1454,92,1.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0,0,14,2.0,46,217,1449,2023,8,19
26,1699,103,1.0,0.0,163.0,24.0,6.0,0.0,0.0,2.0,14,69,5.0,311,217,1694,2023,8,19
26,621,1642,0.0,0.0,91.0,27.0,2.0,0.0,0.0,0.0,10,69,3.0,311,217,620,2023,8,19
26,1055,478,0.0,0.0,79.0,90.0,2.0,4.0,1.0,0.0,0,69,3.0,311,217,1053,2023,8,19
26,1075,1731,0.0,0.0,141.0,113.0,0.0,0.0,0.0,0.0,0,69,3.0,311,217,1073,2023,8,19
26,183,407,0.0,0.0,70.0,37.0,0.0,0.0,0.0,0.0,7,69,3.0,311,217,182,2023,8,19
26,587,585,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,7,5,1.0,114,217,586,2023,8,19
26,942,193,0.0,0.0,61.0,44.0,0.0,2.0,2.0,0.0,6,66,2.0,170,217,940,2023,8,19
26,178,438,0.0,0.0,160.0,164.0,0.0,0.0,0.0,0.0,0,69,3.0,311,217,177,2023,8,19
26,87,788,1.0,0.0,57.0,76.0,2.0,1.0,0.0,0.0,7,32,3.0,311,217,87,2023,8,19
26,1201,122,0.0,0.0,70.0,43.0,0.0,0.0,0.0,0.0,13,69,3.0,311,217,1199,2023,8,19
26,891,1487,1.0,0.0,30.0,16.0,1.0,0.0,1.0,0.0,13,43,1.0,310,217,889,2023,8,19
79,1630,1766,0.0,0.0,72.0,66.0,8.0,2.0,0.0,1.0,10,69,5.0,311,299,1625,2023,8,12
79,332,830,0.0,0.0,77.0,95.0,1.0,0.0,0.0,0.0,2,69,3.0,311,299,331,2023,8,12
79,930,388,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,5,13,1.0,171,299,928,2023,8,12
79,625,1756,0.0,0.0,10.0,10.0,2.0,1.0,1.0,0.0,14,35,2.0,233,299,624,2023,8,12
79,0,2071,0.0,0.0,67.0,53.0,2.0,0.0,0.0,0.0,7,69,3.0,311,299,0,2023,8,12
79,837,950,0.0,0.0,31.0,14.0,0.0,2.0,2.0,0.0,7,69,3.0,311,299,836,2023,8,12
79,1052,905,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0,13,1.0,150,299,1050,2023,8,12
79,1550,1563,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,6,14,1.0,96,299,1545,2023,8,12
79,641,740,0.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,2,5,1.0,299,299,640,2023,8,12
79,1077,1175,0.0,0.0,42.0,26.0,1.0,0.0,1.0,0.0,4,48,1.0,262,299,1075,2023,8,12
79,693,1611,0.0,0.0,86.0,6.0,1.0,1.0,4.0,0.0,14,14,3.0,232,299,692,2023,8,12
79,341,1152,0.0,0.0,18.0,8.0,2.0,0.0,1.0,0.0,0,67,1.0,238,299,340,2023,8,12
79,989,1197,0.0,0.0,63.0,24.0,0.0,0.0,0.0,0.0,13,14,1.0,232,299,987,2023,8,12
101,327,1837,0.0,0.0,34.0,9.0,7.0,1.0,1.0,0.0,1,69,5.0,311,299,326,2023,8,5
101,1542,1026,0.0,0.0,23.0,11.0,3.0,0.0,1.0,0.0,14,43,2.0,102,299,1537,2023,8,5
101,455,1272,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,5,13,1.0,93,299,454,2023,8,5
101,428,777,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2,65,1.0,109,299,427,2023,8,5
101,1540,46,0.0,0.0,120.0,68.0,0.0,0.0,0.0,0.0,5,69,3.0,311,299,1535,2023,8,5
101,994,874,0.0,0.0,56.0,43.0,3.0,0.0,0.0,0.0,6,69,3.0,311,299,992,2023,8,5
101,951,1782,1.0,0.0,72.0,46.0,1.0,3.0,0.0,0.0,0,69,3.0,311,299,949,2023,8,5
101,236,1004,0.0,0.0,5.0,18.0,0.0,3.0,1.0,2.0,10,33,3.0,121,299,235,2023,8,5
101,168,491,0.0,0.0,100.0,67.0,0.0,3.0,1.0,0.0,2,69,3.0,311,299,167,2023,8,5
101,311,920,0.0,0.0,38.0,26.0,4.0,0.0,1.0,3.0,3,69,3.0,311,299,310,2023,8,5
101,1459,588,0.0,0.0,71.0,42.0,4.0,0.0,0.0,0.0,2,69,3.0,311,299,1454,2023,8,5
101,134,1681,0.0,0.0,26.0,4.0,2.0,0.0,2.0,0.0,3,58,2.0,202,299,133,2023,8,5
135,870,650,1.0,0.0,41.0,27.0,0.0,0.0,0.0,0.0,6,9,2.0,71,216,869,2023,7,29
135,51,953,0.0,0.0,70.0,52.0,0.0,3.0,1.0,2.0,5,32,3.0,311,216,51,2023,7,29
135,419,1445,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,4,14,1.0,28,216,418,2023,7,29
135,173,2147,0.0,0.0,137.0,54.0,0.0,0.0,1.0,0.0,6,35,3.0,305,216,172,2023,7,29
135,922,1541,0.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,10,39,1.0,170,216,920,2023,7,29
135,542,2164,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,10,43,1.0,84,216,541,2023,7,29
135,217,2211,0.0,0.0,109.0,88.0,0.0,0.0,0.0,0.0,3,69,3.0,311,216,216,2023,7,29
135,1392,426,1.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,7,9,2.0,28,216,1388,2023,7,29
135,671,548,0.0,0.0,60.0,36.0,0.0,1.0,1.0,0.0,10,58,2.0,168,216,670,2023,7,29
135,1619,1518,1.0,1.0,69.0,52.0,1.0,0.0,0.0,0.0,10,16,3.0,167,216,1614,2023,7,29
135,1170,1758,0.0,0.0,36.0,11.0,3.0,0.0,1.0,0.0,13,36,3.0,142,216,1168,2023,7,29
83,1578,1437,1.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,4,13,1.0,84,299,1573,2023,7,22
83,858,1608,0.0,0.0,9.0,6.0,1.0,0.0,1.0,0.0,13,36,1.0,126,299,857,2023,7,22
83,1211,114,1.0,1.0,84.0,58.0,1.0,0.0,0.0,0.0,2,69,3.0,311,299,1209,2023,7,22
83,1271,116,0.0,0.0,40.0,24.0,2.0,2.0,1.0,0.0,7,5,2.0,291,299,1267,2023,7,22
83,512,916,0.0,0.0,61.0,49.0,1.0,0.0,0.0,0.0,6,69,3.0,311,299,511,2023,7,22
83,971,1166,1.0,0.0,59.0,23.0,3.0,0.0,2.0,0.0,2,69,3.0,311,299,969,2023,7,22
83,363,555,0.0,0.0,48.0,70.0,1.0,0.0,0.0,0.0,0,32,3.0,311,299,362,2023,7,22
83,813,533,2.0,0.0,63.0,44.0,0.0,0.0,0.0,0.0,10,14,2.0,308,299,812,2023,7,22
83,775,1427,0.0,0.0,42.0,20.0,0.0,2.0,1.0,0.0,6,39,2.0,277,299,774,2023,7,22
83,1137,929,0.0,0.0,95.0,36.0,0.0,0.0,0.0,0.0,4,69,3.0,311,299,1135,2023,7,22
83,1020,298,2.0,0.0,54.0,28.0,13.0,0.0,0.0,0.0,7,69,3.0,311,299,1018,2023,7,22
83,917,1697,0.0,0.0,15.0,22.0,3.0,0.0,3.0,0.0,11,69,3.0,311,299,915,2023,7,22
83,277,2256,0.0,0.0,85.0,35.0,2.0,0.0,0.0,0.0,6,69,3.0,311,299,276,2023,7,22
83,207,2007,0.0,0.0,56.0,54.0,2.0,0.0,0.0,0.0,14,69,3.0,311,299,206,2023,7,22
83,663,507,0.0,1.0,21.0,18.0,1.0,0.0,1.0,0.0,3,35,1.0,217,299,662,2023,7,22
79,612,1528,0.0,0.0,27.0,20.0,0.0,0.0,0.0,1.0,11,25,2.0,33,299,611,2023,7,15
79,654,202,0.0,0.0,83.0,32.0,1.0,3.0,0.0,0.0,10,32,3.0,311,299,653,2023,7,15
79,527,1692,1.0,0.0,38.0,14.0,0.0,0.0,0.0,0.0,6,14,1.0,256,299,526,2023,7,15
79,860,38,1.0,0.0,50.0,31.0,0.0,1.0,3.0,0.0,7,58,2.0,296,299,859,2023,7,15
79,1238,374,0.0,0.0,47.0,22.0,3.0,1.0,0.0,0.0,12,69,3.0,311,299,1235,2023,7,15
79,1212,2093,0.0,0.0,8.0,6.0,0.0,2.0,1.0,0.0,6,58,2.0,78,299,1210,2023,7,15
79,1119,2173,0.0,0.0,64.0,36.0,0.0,3.0,0.0,0.0,2,69,3.0,311,299,1117,2023,7,15
79,1636,895,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,14,3,1.0,29,299,1631,2023,7,15
79,1118,194,0.0,0.0,100.0,39.0,3.0,0.0,1.0,0.0,2,69,3.0,311,299,1116,2023,7,15
79,505,780,1.0,1.0,96.0,64.0,1.0,0.0,1.0,0.0,6,69,3.0,311,299,504,2023,7,15
79,143,2178,0.0,0.0,46.0,81.0,2.0,0.0,0.0,0.0,3,32,3.0,311,299,142,2023,7,15
79,57,324,1.0,0.0,44.0,37.0,3.0,0.0,0.0,0.0,6,69,3.0,311,299,57,2023,7,15
79,18,182,0.0,0.0,60.0,12.0,10.0,0.0,0.0,0.0,11,69,3.0,311,299,18,2023,7,15
79,58,2252,0.0,0.0,66.0,40.0,7.0,0.0,0.0,0.0,2,14,3.0,270,215,58,2023,7,8
79,62,259,1.0,0.0,129.0,147.0,6.0,2.0,0.0,0.0,3,32,5.0,311,215,62,2023,7,8
79,451,1848,1.0,0.0,62.0,31.0,1.0,1.0,0.0,0.0,7,14,2.0,154,215,450,2023,7,8
79,357,927,1.0,0.0,125.0,100.0,0.0,1.0,1.0,0.0,6,32,3.0,311,215,356,2023,7,8
79,171,2185,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,7,14,1.0,33,215,170,2023,7,8
79,1372,1669,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,10,14,1.0,33,215,1368,2023,7,8
79,1543,663,0.0,1.0,61.0,25.0,2.0,0.0,1.0,2.0,1,69,3.0,311,215,1538,2023,7,8
79,413,2262,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,14,14,1.0,15,215,412,2023,7,8
79,70,1042,0.0,0.0,21.0,26.0,0.0,1.0,1.0,0.0,5,43,2.0,126,215,70,2023,7,8
79,1644,1436,0.0,0.0,44.0,55.0,4.0,0.0,2.0,0.0,5,35,3.0,233,215,1639,2023,7,8
79,225,2094,0.0,0.0,18.0,3.0,2.0,1.0,1.0,0.0,0,14,1.0,201,215,224,2023,7,8
79,744,2006,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3,13,1.0,12,215,743,2023,7,8
